id,SalePrice
1461,120858.956506
1462,154934.625317
1463,181916.098628
1464,194053.227548
1465,199192.809832
1466,172694.965197
1467,176164.083946
1468,161874.663773
1469,196304.347537
1470,120601.303188
1471,190638.425894
1472,98143.1145647
1473,95802.1713524
1474,147064.12534
1475,116439.272734
1476,360192.285726
1477,249684.544812
1478,299835.652511
1479,295771.340835
1480,466047.96824
1481,324043.187404
1482,211346.544105
1483,177685.750393
1484,163871.616374
1485,190283.96824
1486,194237.875218
1487,340006.59293
1488,239458.86206
1489,195478.66968
1490,229172.409415
1491,194873.010934
1492,94277.7881252
1493,188586.510138
1494,298663.279446
1495,294736.879033
1496,232596.362366
1497,182476.530468
1498,167448.328647
1499,162985.592865
1500,155524.530037
1501,173018.779997
1502,149539.559696
1503,286666.105876
1504,241463.462865
1505,225152.759202
1506,186391.016287
1507,242441.504188
1508,201786.823419
1509,162566.856521
1510,144690.020385
1511,149368.473419
1512,175890.103619
1513,151903.228503
1514,155190.529049
1515,193839.100647
1516,158363.998202
1517,167136.981831
1518,133398.411203
1519,211491.809061
1520,128677.274402
1521,132519.549285
1522,177764.34525
1523,111477.667831
1524,125137.457691
1525,120396.524542
1526,114544.096353
1527,108623.299698
1528,136921.845767
1529,149323.253106
1530,180919.936835
1531,107580.223321
1532,99471.1562875
1533,142564.324629
1534,126289.991905
1535,147979.263766
1536,107747.574726
1537,63016.638031
1538,152897.741811
1539,195902.080325
1540,96090.1528202
1541,140512.612232
1542,141769.270354
1543,190150.499292
1544,84947.5164371
1545,112417.917766
1546,135105.460552
1547,129193.656346
1548,139067.808547
1549,119454.136104
1550,135848.546189
1551,110250.867688
1552,135861.722042
1553,147733.371781
1554,116447.383347
1555,159758.868128
1556,86014.9877891
1557,107706.433977
1558,98024.8698762
1559,64261.4803361
1560,136799.994658
1561,128346.503252
1562,130159.824222
1563,119857.470728
1564,156164.71028
1565,151857.804488
1566,236699.255602
1567,78142.7339021
1568,231503.105614
1569,129263.962886
1570,138023.798196
1571,124180.233192
1572,142681.877147
1573,238528.442234
1574,119582.439015
1575,228634.497851
1576,239494.374705
1577,183279.948117
1578,149920.221224
1579,144060.979187
1580,196266.755855
1581,150722.923423
1582,125528.949913
1583,294145.963527
