id,SalePrice
1461,118229.487459
1462,156704.542696
1463,180607.780413
1464,189987.178482
1465,196882.827201
1466,172892.386854
1467,173336.221195
1468,164034.752225
1469,190772.060625
1470,122681.618351
1471,188251.808646
1472,96460.3154615
1473,96647.0712275
1474,148076.308757
1475,117482.62474
1476,373768.564863
1477,261677.44463
1478,291576.351855
1479,302890.611417
1480,469467.558024
1481,318859.621233
1482,207895.182824
1483,175269.576656
1484,164862.593316
1485,181646.193244
1486,193948.083257
1487,341389.372242
1488,243638.730257
1489,198829.888638
1490,231303.930489
1491,193528.85051
1492,96246.3176741
1493,186433.559848
1494,312081.01776
1495,290267.993203
1496,234741.171931
1497,183608.805138
1498,162261.242394
1499,159958.478955
1500,149081.851231
1501,173561.573963
1502,141611.020982
1503,306890.872628
1504,244059.454232
1505,222765.925952
1506,184618.618503
1507,242632.042151
1508,208462.202212
1509,164215.562645
1510,146828.889733
1511,146662.273133
1512,175865.351796
1513,141410.956442
1514,170396.104394
1515,202153.018488
1516,158798.035253
1517,162678.186617
1518,137208.128919
1519,213536.479267
1520,134463.851835
1521,132416.943687
1522,176465.352508
1523,110391.094593
1524,124231.09047
1525,118881.470305
1526,118316.991617
1527,110055.116806
1528,129331.138413
1529,154536.425221
1530,174701.260978
1531,104548.611689
1532,97748.2699253
1533,149560.30168
1534,120694.370115
1535,149085.961644
1536,107757.813626
1537,68106.2117827
1538,155828.648469
1539,188200.511433
1540,87003.4893248
1541,142332.343728
1542,139680.371209
1543,208571.07118
1544,81068.3210936
1545,112030.644772
1546,131813.218876
1547,133907.672036
1548,132089.154863
1549,115326.655908
1550,140535.868726
1551,117295.295543
1552,139955.181881
1553,146977.439068
1554,121496.944714
1555,166860.683783
1556,88260.375361
1557,107397.25606
1558,95347.9625407
1559,66733.0882524
1560,133325.849416
1561,131736.760365
1562,132269.358909
1563,122074.575129
1564,155969.910193
1565,151937.29349
1566,240942.659744
1567,78210.8366035
1568,232145.221447
1569,138622.380233
1570,134332.936531
1571,122613.41937
1572,147099.316331
1573,240541.571532
1574,118667.84136
1575,228640.250977
1576,229466.43246
1577,185392.183481
1578,149074.278492
1579,142650.675977
1580,197095.91567
1581,147010.07336
1582,127946.549679
1583,313094.813162
1584,220024.644713
1585,137991.724695
1586,71724.316664
1587,103808.194418
1588,145031.067805
1589,94676.8874287
1590,134220.261166
1591,96747.2912095
1592,120213.800573
1593,134074.246798
1594,123273.205896
1595,108272.717038
1596,223890.770993
1597,193322.955505
1598,222363.235879
1599,178765.633751
1600,169093.135288
1601,69722.3544194
1602,115286.266251
1603,73561.8248301
1604,274629.040145
1605,251797.262404
1606,166469.386132
1607,169907.134927
1608,209771.175812
1609,190750.156077
1610,151932.193357
1611,141264.669931
