SalePrice,id
121069.174279,1461
154702.512493,1462
181723.689713,1463
193886.491544,1464
200057.964925,1465
172757.095281,1466
176156.308399,1467
161796.532402,1468
195965.750432,1469
120927.675489,1470
190762.164922,1471
97949.360669,1472
95414.0713424,1473
147136.701279,1474
116058.2172,1475
357225.756371,1476
249556.668232,1477
299238.487995,1478
295452.992237,1479
465870.781637,1480
323743.751671,1481
211217.408842,1482
178387.722507,1483
163565.026147,1484
190493.863824,1485
194125.519951,1486
339904.704132,1487
238909.868869,1488
195678.885565,1489
228820.273959,1490
194752.708805,1491
94692.2286135,1492
188083.226975,1493
298885.272687,1494
294291.679904,1495
232815.90377,1496
183058.558774,1497
167497.245685,1498
162731.386612,1499
154652.80734,1500
172890.907059,1501
149228.642512,1502
287286.680574,1503
241209.496013,1504
225318.145019,1505
186931.407418,1506
241944.475555,1507
201060.490252,1508
162467.568994,1509
144614.243596,1510
149392.367713,1511
175387.250331,1512
152179.512188,1513
155084.431415,1514
193778.821567,1515
158317.773112,1516
167368.424435,1517
133356.738833,1518
211414.375027,1519
128865.088614,1520
132484.111151,1521
177869.441064,1522
111537.506753,1523
125171.832751,1524
120361.742932,1525
114402.683975,1526
108700.015972,1527
136778.24613,1528
149186.843449,1529
180902.550143,1530
107861.435881,1531
99007.170826,1532
142694.70007,1533
126249.900047,1534
148021.135529,1535
107744.64845,1536
63223.9079444,1537
152432.569794,1538
196691.596861,1539
95823.4944584,1540
139979.945527,1541
141868.116689,1542
189774.004348,1543
84702.8602822,1544
112975.746704,1545
135143.918746,1546
128781.149465,1547
138418.99573,1548
119565.188856,1549
135630.154412,1550
110414.770346,1551
135704.73529,1552
146839.803886,1553
116324.443336,1554
159902.895481,1555
86189.3953761,1556
108054.088653,1557
98077.7167993,1558
64360.5734666,1559
136994.228585,1560
128280.154478,1561
130254.018308,1562
120054.097661,1563
156205.113817,1564
151776.395834,1565
236408.198981,1566
77927.0600437,1567
231740.018241,1568
129482.983404,1569
138022.289001,1570
124315.225897,1571
142477.287475,1572
238243.693504,1573
119490.343943,1574
229007.889244,1575
239037.286631,1576
183212.72047,1577
149545.645326,1578
143992.370795,1579
196322.50025,1580
150818.738359,1581
125510.54687,1582
294245.212848,1583
218400.743273,1584
136188.422994,1585
66695.9451822,1586
104976.720273,1587
150433.912715,1588
97555.7531684,1589
133854.748307,1590
93152.1636587,1591
116347.041056,1592
127397.322379,1593
121899.538917,1594
104190.304224,1595
223155.025377,1596
193276.354178,1597
224328.818145,1598
176027.667112,1599
167734.550763,1600
69033.6492742,1601
118401.767701,1602
73445.6035428,1603
264302.174293,1604
244364.66151,1605
168207.479612,1606
175010.899495,1607
215813.252522,1608
185217.571287,1609
149885.853697,1610
139221.299734,1611
168365.773105,1612
161765.354373,1613
127619.040255,1614
92406.2162849,1615
78623.2639141,1616
94292.644784,1617
125339.886915,1618
137234.402104,1619
146049.656053,1620
137863.974175,1621
142484.0745,1622
264682.760399,1623
211096.489673,1624
122174.06645,1625
171425.311746,1626
191351.754518,1627
282277.050006,1628
184043.617444,1629
342215.150815,1630
230652.535168,1631
246809.774606,1632
175274.775645,1633
184343.96362,1634
175910.566787,1635
154434.580576,1636
197502.183728,1637
184479.884268,1638
188561.602798,1639
249911.919158,1640
185310.34603,1641
239694.419131,1642
217106.744091,1643
234151.155575,1644
190895.68648,1645
158595.13303,1646
164878.449057,1647
131123.603248,1648
138319.344584,1649
114224.952867,1650
121262.753846,1651
97857.3536375,1652
99402.499887,1653
145663.677494,1654
139761.6842,1655
142475.58243,1656
147723.219098,1657
145429.365831,1658
122245.825022,1659
154757.046517,1660
413657.414227,1661
402909.306829,1662
378380.001253,1663
420030.112102,1664
307518.890567,1665
334277.930954,1666
376947.575536,1667
346955.673858,1668
315505.949709,1669
351953.131691,1670
257611.736376,1671
419476.258331,1672
287612.088788,1673
243589.366366,1674
192333.032926,1675
191709.597402,1676
216528.853554,1677
444738.612645,1678
389050.822398,1679
326407.149644,1680
251751.23346,1681
320180.762316,1682
182108.903836,1683
175630.699842,1684
175602.280417,1685
168415.366269,1686
174684.906687,1687
189052.487715,1688
195943.692013,1689
197368.437159,1690
186713.981982,1691
272065.498068,1692
170642.828899,1693
183305.37535,1694
169159.60327,1695
270273.127971,1696
173198.674494,1697
344371.813419,1698
309364.330686,1699
252128.567316,1700
274078.556974,1701
239951.691919,1702
242013.45266,1703
276087.087037,1704
239076.281068,1705
355676.580774,1706
213106.871832,1707
201111.470475,1708
268316.512485,1709
218882.928015,1710
274431.269892,1711
252003.077492,1712
273860.142117,1713
222753.005984,1714
208684.943614,1715
181786.419339,1716
176271.504649,1717
137521.560614,1718
207657.460363,1719
246438.302203,1720
166920.994592,1721
127046.767967,1722
155024.312788,1723
204637.855832,1724
235797.948469,1725
186423.446476,1726
153693.880927,1727
179349.079535,1728
166235.254955,1729
156603.411108,1730
121150.287742,1731
125983.34448,1732
116514.335865,1733
123645.408974,1734
126447.336362,1735
108736.081523,1736
298711.775497,1737
242760.078184,1738
242758.371451,1739
201227.690153,1740
182650.745941,1741
172216.95917,1742
178783.363238,1743
305640.627954,1744
220110.838364,1745
198399.968496,1746
216106.917957,1747
214640.832349,1748
146482.833581,1749
129083.864312,1750
246125.563101,1751
116900.990886,1752
150714.808763,1753
199470.377794,1754
165696.682304,1755
123269.79491,1756
119753.098797,1757
145622.385476,1758
163098.156388,1759
165922.333337,1760
146163.562519,1761
177751.432048,1762
187043.981562,1763
114187.921024,1764
170635.400455,1765
188987.009099,1766
218357.572351,1767
139172.842578,1768
174690.695676,1769
150436.356786,1770
127494.935538,1771
132199.048573,1772
126933.070365,1773
140825.739741,1774
139859.06489,1775
129999.474365,1776
110386.235443,1777
137117.224657,1778
116286.500431,1779
181932.480059,1780
128242.782208,1781
88323.1486296,1782
139860.877724,1783
104807.921902,1784
123208.678468,1785
142031.31874,1786
164986.893743,1787
59963.5289749,1788
98480.2579272,1789
80274.9484477,1790
174701.175245,1791
157499.796854,1792
129105.779506,1793
150867.173628,1794
134954.372662,1795
130447.337729,1796
115924.986389,1797
121427.159205,1798
110144.180249,1799
133215.679912,1800
126333.705244,1801
146658.115557,1802
150171.564293,1803
137269.43728,1804
136599.560353,1805
122857.180908,1806
137581.721783,1807
127011.637481,1808
122789.66713,1809
139739.637995,1810
96974.3637601,1811
100718.783578,1812
123203.402199,1813
95962.1908245,1814
53832.8498991,1815
97323.2613738,1816
107296.478851,1817
141371.82864,1818
128646.550809,1819
53934.8727082,1820
119932.032945,1821
151108.993944,1822
45136.0896353,1823
129825.498832,1824
138167.21234,1825
103723.100914,1826
103626.765951,1827
135662.409419,1828
125480.959733,1829
136844.113209,1830
149667.462606,1831
73217.122675,1832
141530.467077,1833
118647.326253,1834
126586.130892,1835
126061.16889,1836
88450.6871017,1837
123075.209067,1838
94640.7993922,1839
142840.103493,1840
136130.444799,1841
88053.1942074,1842
129583.313204,1843
144795.403131,1844
143349.135992,1845
157935.017823,1846
165974.93712,1847
52362.9436192,1848
112962.405167,1849
118995.669563,1850
150804.749445,1851
125114.477439,1852
121894.807571,1853
166464.776781,1854
151660.688379,1855
223524.058472,1856
141431.593742,1857
136907.636715,1858
121682.296542,1859
145977.701951,1860
120886.744392,1861
318178.006934,1862
299109.401589,1863
299177.637092,1864
341788.378544,1865
330286.152691,1866
231259.832522,1867
285766.913082,1868
201885.551025,1869
229648.689915,1870
258498.062034,1871
174490.479701,1872
233426.687132,1873
150806.007858,1874
200829.862627,1875
197245.261479,1876
210634.865975,1877
207756.45507,1878
129849.116866,1879
132145.793571,1880
245046.831181,1881
245368.554005,1882
188379.330809,1883
205424.49766,1884
245600.214589,1885
291676.145442,1886
214070.020788,1887
271245.801894,1888
168215.366421,1889
115598.445542,1890
136571.583095,1891
98488.4902342,1892
127452.153373,1893
124152.563067,1894
135494.69362,1895
127278.935458,1896
113684.371959,1897
109061.109465,1898
160764.686564,1899
157061.577146,1900
168201.247648,1901
154676.237467,1902
216545.856043,1903
144724.7303,1904
197609.728705,1905
155428.697817,1906
207266.280585,1907
109603.067855,1908
133140.511829,1909
120650.226854,1910
223447.434265,1911
322836.767969,1912
141764.294593,1913
55471.0927138,1914
299484.363696,1915
67438.643212,1916
253099.939724,1917
141288.212654,1918
174385.992133,1919
157168.093219,1920
379157.302289,1921
321937.878552,1922
230112.685805,1923
216493.907263,1924
199098.062314,1925
368705.271011,1926
132333.931283,1927
161229.932187,1928
123159.751651,1929
134079.724727,1930
141444.655278,1931
140097.633594,1932
180635.268764,1933
182716.146127,1934
170105.286459,1935
194925.513553,1936
185511.767991,1937
169657.781243,1938
244860.947262,1939
194397.125469,1940
170789.998992,1941
184776.897121,1942
213676.34101,1943
364726.27422,1944
394721.760453,1945
130163.51359,1946
272763.454326,1947
169712.921601,1948
248671.032273,1949
189154.866512,1950
243718.706899,1951
211483.73399,1952
165232.831688,1953
187227.438422,1954
135486.657857,1955
293434.006511,1956
153970.733,1957
296829.074814,1958
145132.778766,1959
116001.366561,1960
119510.976729,1961
98426.2227113,1962
105300.89318,1963
106688.361184,1964
141399.12887,1965
141062.840291,1966
293983.997375,1967
411778.470506,1968
387118.832196,1969
413117.317988,1970
456254.476885,1971
376316.898272,1972
266812.122203,1973
337327.735352,1974
442916.067974,1975
276035.633841,1976
353372.362296,1977
348341.082144,1978
322409.836286,1979
201071.00958,1980
341789.342864,1981
219909.285121,1982
207906.15027,1983
170915.772842,1984
223885.914726,1985
209665.002899,1986
185722.56826,1987
173990.061333,1988
191438.667843,1989
209162.535522,1990
226143.312257,1991
214155.589102,1992
170403.732648,1993
232115.52066,1994
183790.9586,1995
249916.101383,1996
319358.748835,1997
316374.360493,1998
273376.105776,1999
313833.935557,2000
273412.406498,2001
242269.970671,2002
254114.253711,2003
278622.523378,2004
228422.1538,2005
222194.249165,2006
251148.601923,2007
212081.630145,2008
194886.355734,2009
195724.071978,2010
144437.676047,2011
175899.049082,2012
179754.431248,2013
184816.582018,2014
209227.308786,2015
190186.460017,2016
195228.617007,2017
117139.734239,2018
131922.105666,2019
105550.459973,2020
104871.745054,2021
182408.738295,2022
144764.045413,2023
263952.406482,2024
347365.652329,2025
175328.395996,2026
156826.55357,2027
153758.858662,2028
166916.130729,2029
267258.862546,2030
232065.418424,2031
255879.649307,2032
258212.773811,2033
173395.957004,2034
218780.125245,2035
200273.184547,2036
207327.541196,2037
323509.517988,2038
231878.651041,2039
278786.494285,2040
291445.820478,2041
207088.219123,2042
174882.249235,2043
175652.236371,2044
213671.882012,2045
146095.478205,2046
147261.529147,2047
140845.922357,2048
143595.778628,2049
178090.281402,2050
103843.842185,2051
126137.830867,2052
148342.28738,2053
87738.4019271,2054
159877.085661,2055
145412.965817,2056
114532.987485,2057
215348.211115,2058
130387.104003,2059
171281.002834,2060
176861.405884,2061
130018.598677,2062
116018.594963,2063
137523.39697,2064
119154.948577,2065
166961.332576,2066
112937.960918,2067
149225.327193,2068
86757.0502371,2069
114920.753316,2070
93666.5346192,2071
138283.353546,2072
132937.451316,2073
187324.977237,2074
152380.904531,2075
117716.809252,2076
151682.023044,2077
126192.926691,2078
136137.88181,2079
115960.07468,2080
128596.227224,2081
122056.457184,2082
150069.095601,2083
107303.47729,2084
116659.60106,2085
113566.691603,2086
123914.273844,2087
99173.807171,2088
78434.1388732,2089
125134.412996,2090
111610.302907,2091
122399.62249,2092
120067.757143,2093
118616.583054,2094
149068.482622,2095
85197.3107991,2096
97212.2128348,2097
149936.615567,2098
52884.7088055,2099
77168.3516451,2100
119139.840749,2101
129694.853232,2102
106057.483037,2103
142178.582692,2104
126770.467532,2105
62664.633085,2106
192272.836144,2107
116767.734764,2108
111806.367208,2109
127207.577718,2110
137818.204601,2111
138239.291126,2112
121467.690515,2113
119487.636904,2114
161105.093491,2115
117534.782075,2116
150278.604437,2117
128563.596033,2118
109090.447247,2119
113495.718973,2120
99531.2473537,2121
109809.434817,2122
84151.48705,2123
163720.87981,2124
127472.065206,2125
152158.539104,2126
158059.864289,2127
125116.074432,2128
96059.0211404,2129
136405.120292,2130
142064.162844,2131
114143.376635,2132
122748.379747,2133
122684.735952,2134
98894.717149,2135
79252.240028,2136
106029.939107,2137
133151.988257,2138
152588.704719,2139
139369.509913,2140
161650.211853,2141
127619.022974,2142
