id,SalePrice
1461,126372.125353
1462,153391.425445
1463,177111.336933
1464,181112.409923
1465,196686.368005
1466,183217.440512
1467,166348.503494
1468,175115.217367
1469,185315.703092
1470,121985.740339
1471,201247.239118
1472,93371.6703736
1473,96412.6058559
1474,153392.340903
1475,152617.186725
1476,370737.284674
1477,248220.434682
1478,309555.211848
1479,245670.134025
1480,471721.702999
1481,310783.784816
1482,206137.872055
1483,174317.670871
1484,180401.984167
1485,174810.372538
1486,196159.610338
1487,316998.094354
1488,229967.942175
1489,211948.546007
1490,191163.567237
1491,191220.225401
1492,101016.809962
1493,172658.261126
1494,297527.281351
1495,295138.319868
1496,230813.987519
1497,191626.602389
1498,152876.679335
1499,152622.601078
1500,152249.018821
1501,173641.634412
1502,170260.520565
1503,280834.672763
1504,226949.576711
1505,218606.44634
1506,180225.440119
1507,210598.771017
1508,197205.545095
1509,162921.112433
1510,152884.856123
1511,152844.455959
1512,166883.004233
1513,152223.415952
1514,157871.733365
1515,174509.774716
1516,162188.607546
1517,151192.576382
1518,129851.748678
1519,223590.716296
1520,139317.667734
1521,145863.534981
1522,163400.331621
1523,116899.731583
1524,123197.375303
1525,123971.067706
1526,127572.098233
1527,100986.355557
1528,127841.24111
1529,143536.166234
1530,168922.378736
1531,121429.885304
1532,107223.280444
1533,143107.946117
1534,115119.651631
1535,150042.003969
1536,116966.525884
1537,74760.8884528
1538,171554.459564
1539,212349.806904
1540,106397.850233
1541,145790.670631
1542,140742.594506
1543,214909.512558
1544,81662.9774401
1545,99613.4347396
1546,122285.915412
1547,134412.821087
1548,131360.353088
1549,110517.404321
1550,142177.746575
1551,115392.684555
1552,134520.385572
1553,137706.951212
1554,112380.406683
1555,164795.887868
1556,93699.034833
1557,123953.40379
1558,88627.5331869
1559,102995.527708
1560,144755.347885
1561,135833.02492
1562,126052.429161
1563,124915.896642
1564,161923.14992
1565,153703.30356
1566,211305.868683
1567,80880.2651567
1568,220640.351446
1569,133418.698202
1570,122299.804135
1571,125969.327903
1572,146190.686659
1573,239258.7735
1574,110298.916293
1575,208523.845145
1576,210899.653959
1577,206676.614567
1578,150492.081601
1579,141845.600093
1580,191001.273397
1581,139524.643459
1582,129672.667749
1583,323448.075966
1584,238330.793094
1585,140275.2572
1586,70369.3549287
1587,102047.689867
1588,150946.797981
1589,100038.58901
1590,133372.668692
1591,108685.252245
1592,122311.32073
1593,115543.22079
1594,121614.115682
1595,113354.502617
1596,234823.898483
1597,158387.859711
1598,181859.033854
1599,198609.935588
1600,188578.713459
1601,73736.9177635
1602,105627.871262
1603,89186.3785999
1604,280713.823238
1605,248991.889418
1606,169029.037781
1607,158192.031931
1608,214921.07711
1609,201257.297025
1610,160525.234019
1611,149263.32621
1612,155503.166337
1613,164034.911652
1614,120908.827777
1615,84711.3634787
1616,80586.1580823
1617,87476.6974797
1618,127223.04599
1619,132996.595323
1620,142770.250762
1621,137368.92127
1622,150107.306337
1623,286665.712089
1624,209238.978395
1625,128109.401756
1626,171993.209144
1627,187116.39583
1628,281738.683843
1629,174129.51397
1630,323789.657386
1631,215312.704832
1632,252055.156977
1633,171119.676316
1634,181442.701209
1635,177995.527207
