id,SalePrice
1461,124016.507812
1462,159421.75
1463,193569.875
1464,197437.40625
1465,178968.671875
1466,172757.421875
1467,183471.59375
1468,170238.890625
1469,179174.625
1470,125848.460938
1471,195334.375
1472,92971.296875
1473,99242.90625
1474,149618.34375
1475,117174.234375
1476,402375.59375
1477,251564.140625
1478,293276.875
1479,230530.46875
1480,448858.125
1481,330698.15625
1482,202802.46875
1483,168924.375
1484,163124.71875
1485,172736.15625
1486,198178.40625
1487,361071.8125
1488,231521.484375
1489,213845.96875
1490,233893.203125
1491,186067.671875
1492,89074.171875
1493,188761.84375
1494,305342.6875
1495,290315.71875
1496,250469.65625
1497,177172.8125
1498,166287.359375
1499,150085.53125
1500,150653.546875
1501,178148.75
1502,140787.609375
1503,301669.375
1504,234342.421875
1505,227030.65625
1506,196260.34375
1507,250899.984375
1508,218719.171875
1509,170201.0625
1510,152019.890625
1511,155272.859375
1512,166565.4375
1513,144468.0
1514,164815.421875
1515,194484.703125
1516,153645.015625
1517,162264.671875
1518,134135.84375
1519,234573.625
1520,137177.671875
1521,137655.234375
1522,166062.953125
1523,115468.984375
1524,123703.601562
1525,117864.734375
1526,111827.15625
1527,107102.054688
1528,131729.21875
1529,151463.171875
1530,161627.4375
1531,107136.789062
1532,100942.375
1533,141637.375
1534,119234.539062
1535,147872.6875
1536,109447.617188
1537,63582.1875
1538,168424.59375
1539,194561.125
1540,80896.53125
1541,142447.59375
1542,143140.734375
1543,227002.9375
1544,75486.8984375
1545,106673.71875
1546,137556.40625
1547,136705.828125
1548,126711.101562
1549,112968.203125
1550,149156.75
1551,116196.195312
1552,137852.03125
1553,148459.671875
1554,111244.039062
1555,166777.78125
1556,78797.078125
1557,113036.421875
1558,93183.265625
1559,60940.5585938
1560,134251.15625
1561,144078.625
1562,127501.8125
1563,119162.46875
1564,154346.578125
1565,139729.6875
1566,227080.25
1567,77386.9296875
1568,235891.15625
1569,139557.359375
1570,127798.0
1571,121056.335938
1572,145526.40625
1573,220866.203125
1574,109571.265625
1575,212975.5
1576,238896.53125
1577,198736.9375
1578,152498.1875
1579,152638.015625
1580,194979.8125
1581,144601.84375
1582,131376.046875
1583,321848.6875
1584,215761.75
1585,139873.28125
1586,69432.1640625
1587,100009.75
1588,154113.0
1589,102660.867188
1590,132611.921875
1591,98212.015625
1592,109667.96875
1593,130586.835938
1594,136343.09375
1595,101994.53125
1596,236438.0
1597,181924.5625
1598,207351.40625
1599,170776.3125
1600,159325.25
1601,60252.7460938
1602,110209.296875
1603,74796.8671875
1604,265625.9375
1605,243993.40625
1606,167465.84375
1607,170398.875
1608,208087.9375
1609,194064.5
1610,163783.78125
1611,140671.921875
1612,174065.71875
1613,169194.4375
1614,124098.257812
1615,83297.7421875
1616,70648.296875
1617,91446.4765625
1618,135052.59375
1619,138535.375
1620,156852.71875
1621,138976.15625
1622,143455.203125
1623,271289.1875
1624,191881.875
1625,122779.320312
1626,165090.25
1627,193023.46875
1628,278092.65625
1629,183920.078125
1630,362783.125
1631,226075.890625
1632,238268.09375
1633,167649.59375
1634,185492.21875
1635,180942.28125
1636,159147.71875
1637,206659.265625
1638,184079.40625
1639,184207.4375
1640,249159.078125
1641,176734.046875
1642,232816.53125
